default,pay_delay_1,pay_delay_2,log_limit,utilization,age,sex,education
0,0,0,11.2898,0.8758,47,1,3
0,-1,-1,12.4292,0.0016,40,1,1
1,1,2,11.8494,0.6151,48,1,2
1,-2,-2,12.8739,0.0002,37,1,1
0,0,0,12.4684,0.9902,37,1,1
0,0,0,11.9829,0.4347,43,1,2
0,0,0,12.2549,0.4846,38,1,2
1,2,2,11.4076,0.7989,48,1,2
0,-2,-2,12.5776,0.008,45,1,1
0,0,0,13.2357,0.8711,40,1,1
0,0,0,11.6082,1.0169,37,1,2
0,0,0,12.7657,0.2007,37,1,3
0,0,0,12.5425,0.7517,35,1,1
0,0,0,12.4684,0.1326,40,1,1
0,0,0,12.9945,0.6079,34,1,2
0,0,0,12.2061,0.2461,49,1,4
0,1,2,11.9184,0.8893,32,1,2
0,3,3,10.8198,1.3153,39,1,1
0,-1,-1,13.1224,0.0586,29,1,1
0,0,0,12.6761,0.1258,29,1,1
1,1,-1,13.1224,0.0,34,1,1
1,-1,-1,13.1224,0.0026,45,1,1
0,0,0,12.4684,0.534,35,1,5
0,-2,-2,12.7068,0.0066,39,1,3
0,0,0,12.7939,0.9416,36,1,2
0,0,0,12.7939,0.5739,33,1,1
1,2,2,11.7753,0.1545,33,1,2
0,0,0,12.6761,0.8782,32,1,2
1,0,0,12.7657,0.9937,42,1,2
0,1,3,9.9035,1.3144,38,1,2
0,0,0,12.2061,0.0461,29,1,1
0,0,0,12.3884,0.1915,33,1,3
0,0,0,10.8198,0.7825,29,1,2
1,0,0,9.2103,0.7536,35,1,3
0,1,-1,12.7939,0.0,31,1,1
0,0,0,9.9035,0.9761,30,1,3
1,-2,-2,13.039,0.0,47,1,1
0,0,0,12.1007,0.3449,49,1,1
0,0,0,10.8198,0.9758,35,1,2
0,0,0,11.1563,0.9989,32,1,2
0,1,-1,11.8494,0.0721,39,1,2
0,0,0,13.1224,0.3116,41,1,2
0,0,0,12.5425,0.5713,44,1,2
0,0,0,11.6082,0.6252,37,1,2
0,0,0,11.4076,1.0182,37,1,1
0,-1,-1,12.0436,0.0143,38,1,1
0,0,0,12.5776,0.4673,40,1,1
0,1,2,11.2898,0.0194,46,1,2
0,0,0,11.9184,0.5921,43,1,2
0,0,0,11.2898,0.9892,38,1,3
1,0,0,9.9035,0.9046,44,1,1
1,2,2,11.9184,0.3169,36,1,2
0,-1,-1,12.6115,0.0168,48,1,1
0,3,2,11.7753,1.0063,39,1,2
0,1,2,13.1022,0.4696,41,1,1
0,0,0,11.6952,0.41,34,1,2
1,0,0,10.8198,0.315,34,1,3
0,0,0,11.9184,0.59,28,1,1
1,0,0,13.487,0.4282,40,1,1
0,-1,0,9.9035,0.5111,48,1,2
0,0,0,12.4684,0.6282,35,1,1
0,0,0,12.3884,0.6993,33,1,1
1,2,2,11.7753,0.975,34,1,2
0,0,0,12.2061,0.5063,38,1,3
0,0,0,11.8494,0.4598,37,1,2
0,0,0,9.2103,0.627,41,1,3
1,1,2,11.8494,0.925,38,1,2
1,0,0,9.9035,0.2625,45,1,3
0,-2,-2,12.2061,0.0176,38,1,1
1,0,0,11.7753,1.0761,44,1,2
0,0,0,12.7939,0.029,35,1,1
1,2,0,12.2549,0.9354,38,1,2
0,-2,-2,12.3458,0.0,38,1,1
1,1,2,12.2549,0.4265,44,1,2
0,-1,-1,12.2061,0.0401,35,1,2
1,0,0,9.9035,0.5924,27,1,3
0,0,0,12.9239,0.2018,28,1,1
0,0,0,12.5425,0.8129,39,1,5
0,0,0,12.7939,0.0828,39,1,2
1,1,2,9.2103,0.3717,28,1,2
1,1,2,9.9035,0.722,37,1,2
0,0,0,12.8213,0.9025,30,1,1
0,0,0,12.1007,0.9081,48,1,1
0,1,-2,11.0021,0.0,38,1,1
1,2,2,11.2898,0.7185,46,1,1
0,0,0,11.1563,0.7606,47,1,2
0,-1,-1,12.8992,0.0098,32,1,1
0,-2,-2,11.9184,0.0925,31,1,1
0,1,2,10.8198,1.0036,42,1,2
0,0,0,12.6443,1.0472,41,1,2
0,0,0,12.2061,0.3583,44,1,2
0,-1,-1,12.9715,0.0276,34,1,1
0,0,0,12.3884,0.0486,40,1,2
0,0,0,12.7939,0.525,44,1,2
0,0,0,12.8479,0.0718,35,1,2
0,0,0,12.1548,0.1601,41,1,3
0,0,0,12.7657,0.3434,34,1,1
0,0,0,11.6082,0.9799,37,1,3
0,-2,-2,12.1007,0.0122,32,1,2
0,-2,-2,12.8992,0.0056,35,1,1
0,-1,-1,13.1224,0.0079,35,1,1
0,-1,-1,12.0436,0.0023,48,1,2
1,-2,-2,12.7939,0.0,41,1,3
0,0,0,11.0021,0.9703,44,1,2
0,0,0,12.7657,0.1239,32,1,1
0,0,0,13.1224,0.026,31,1,2
0,0,0,12.3458,0.2105,32,1,1
1,0,0,9.9035,0.5522,35,1,2
0,0,0,12.3884,0.047,37,1,2
0,0,0,12.9945,0.1472,42,1,2
0,0,0,12.4292,0.2929,31,1,3
1,-1,-1,12.6115,0.0024,38,1,1
0,1,1,12.1007,0.1313,28,1,2
0,0,-1,12.7939,0.4658,39,1,1
0,0,0,12.4684,0.6262,38,1,1
0,5,4,11.2898,0.931,42,1,1
0,-1,-1,12.8739,0.0148,47,1,1
0,0,0,12.4292,0.1652,42,1,3
0,0,0,11.5129,1.0403,43,1,2
0,0,0,12.0436,0.9358,44,1,3
0,-1,-1,13.1224,0.0027,45,1,1
0,0,0,12.9239,1.0274,36,1,2
0,-1,-1,12.7939,0.0069,32,1,1
0,-2,-2,12.5776,0.0852,38,1,2
0,0,-1,11.2898,0.0156,44,1,2
0,-2,-2,12.5425,0.0299,31,1,1
0,0,0,12.7939,0.193,40,1,2
0,-1,-1,11.5129,0.0039,44,1,2
0,0,0,11.2898,0.5274,31,1,2
0,0,0,11.2898,0.6584,46,1,1
0,1,-2,12.1007,0.0,45,1,1
0,-1,-1,12.8992,0.1093,34,1,1
0,-2,-2,13.017,0.0415,48,1,2
1,2,2,11.2898,0.7654,34,1,1
0,0,0,12.2549,0.1954,37,1,2
0,-1,-1,12.6115,0.0012,45,1,2
0,-2,-2,12.7367,0.0005,41,1,2
0,0,0,11.6082,0.5481,30,1,1
0,0,0,10.8198,0.1798,41,1,2
0,0,0,9.9035,0.5144,40,1,2
0,0,0,9.6803,1.3786,46,1,5
0,0,0,11.0021,0.9656,31,1,1
1,1,2,11.1563,0.3376,31,1,1
0,0,0,11.1563,0.3886,34,1,2
0,-1,-1,12.9715,0.0127,35,1,1
0,0,0,11.0021,0.9756,39,1,2
0,-1,-1,12.2061,0.1446,46,1,1
0,1,3,11.9829,0.298,39,1,2
0,0,0,12.2061,1.0264,40,1,3
0,0,0,13.1224,0.2487,43,1,1
1,-1,2,10.8198,0.0156,43,1,2
0,0,0,12.3014,0.9502,38,1,1
0,0,0,12.1007,0.9913,48,1,2
0,0,0,12.6443,0.402,35,1,2
0,0,0,11.2898,0.4456,41,1,3
0,0,0,10.8198,0.8951,37,1,2
0,-2,-2,12.8992,-0.0,43,1,1
1,1,-2,12.5425,0.0,32,1,1
0,0,0,11.5129,0.9957,32,1,1
0,0,0,12.7657,0.559,42,1,2
0,0,0,9.2103,0.452,41,1,3
0,2,0,11.5129,0.9259,35,1,2
0,-1,-1,12.3884,0.016,38,1,1
0,-2,-2,13.1224,0.0,46,1,1
1,3,2,10.8198,0.003,36,1,3
1,0,0,10.309,1.9956,33,1,2
0,-2,-2,12.7939,0.0083,41,1,1
0,0,0,12.4292,0.9457,49,1,1
0,0,0,12.4684,0.7311,29,1,2
0,0,0,10.8198,0.937,40,1,3
0,-2,-2,13.2177,-0.0009,33,1,2
1,2,2,12.948,1.0153,46,1,1
0,0,0,11.7753,0.9992,35,1,2
0,0,0,12.6761,1.0794,46,1,2
0,0,0,10.8198,0.3004,47,1,3
0,-2,-2,12.6443,0.0288,45,1,1
1,-2,-2,12.7367,0.005,49,1,1
0,-1,-1,12.5425,0.08,37,1,1
0,-1,-1,12.4292,0.0008,32,1,1
0,0,0,11.2898,0.9023,40,1,2
1,1,-1,12.3458,-0.0,29,1,3
0,0,-1,12.7068,0.0493,37,1,2
0,-2,-2,12.7657,-0.0009,41,1,3
0,1,-1,12.5425,0.0,35,1,1
1,2,0,11.8494,0.5385,36,1,1
0,2,2,11.7753,0.4273,43,1,3
1,0,0,12.2061,0.9374,35,1,2
0,-1,-1,12.5425,0.0061,37,1,1
0,-1,0,9.9035,0.8421,36,1,3
0,0,0,10.8198,0.2595,47,1,3
1,2,2,10.309,0.7676,28,1,3
0,0,0,11.0021,0.9584,32,1,5
0,0,0,10.8198,0.9568,32,1,2
0,1,2,9.9035,0.9725,46,1,3
1,0,0,11.5129,0.4672,38,1,1
0,0,0,11.5129,0.1914,34,1,2
1,-1,-1,12.2549,0.0029,39,1,2
0,0,0,9.9035,1.32,45,1,3
0,1,-1,11.7753,0.0,33,1,2
0,0,0,12.5776,1.0113,41,1,3
0,-1,-1,10.5966,0.2642,45,1,1
0,0,0,9.2103,1.0146,33,1,2
0,-1,-1,12.7939,0.0279,39,1,2
1,1,-2,12.2549,0.0,44,1,3
0,-1,-1,12.3458,0.0011,39,1,1
1,2,0,11.0021,0.1584,35,1,2
0,0,0,11.9184,1.0024,35,1,1
0,0,0,12.3458,0.1128,44,1,1
1,3,2,11.6082,0.0041,35,1,1
0,-2,-2,11.9184,0.0105,39,1,3
0,-1,-1,12.7657,0.0514,38,1,1
1,0,0,11.5129,0.9013,44,1,3
0,0,0,12.2061,0.3267,30,1,2
0,-2,-2,12.2061,0.0027,34,1,2
0,2,0,9.2103,0.9242,35,1,2
0,0,0,12.2061,0.2314,30,1,1
0,0,0,12.3884,0.8106,34,1,2
0,-2,-2,12.5776,0.008,38,1,1
0,0,0,11.2898,0.9177,31,1,2
1,2,2,11.2898,0.6399,39,1,2
0,0,0,12.6761,0.1461,29,1,1
1,1,2,11.8494,0.6399,39,1,3
0,-1,2,11.0021,0.0363,32,1,2
0,0,0,11.9184,0.6133,34,1,5
0,-1,2,9.9035,0.039,39,1,3
1,0,0,10.8198,0.064,44,1,2
0,0,0,11.9184,0.4444,35,1,2
0,0,0,9.9035,0.821,36,1,2
1,2,0,11.2898,0.9643,46,1,3
0,-1,-1,10.8198,0.0126,36,1,2
0,0,0,12.1548,0.9956,48,1,1
0,0,0,12.1548,0.8996,35,1,3
0,-1,-1,11.8494,0.3164,30,1,2
0,0,0,11.9829,0.4929,33,1,2
0,-2,-2,13.2708,0.0159,35,1,1
0,1,-2,13.1224,0.0,43,1,1
0,0,0,11.7753,0.47,38,1,2
0,-1,-1,12.6115,0.0018,44,1,3
1,1,-1,12.6115,0.3811,45,1,2
0,-1,-1,11.6952,0.0103,34,1,2
0,-2,-2,12.3014,0.0132,30,1,1
0,-1,-1,9.2103,0.039,44,1,2
1,0,0,11.0021,0.4887,47,1,2
0,-1,-1,11.9184,0.0096,32,1,3
0,0,0,11.7753,0.9569,41,1,2
0,0,0,12.2549,0.1333,49,1,3
0,0,0,11.1563,0.298,36,1,2
1,0,0,11.7753,0.1999,37,1,2
1,1,2,11.1563,0.1614,46,1,3
1,0,0,12.4684,0.5209,48,1,6
0,0,0,11.0021,0.8484,29,1,2
0,0,0,11.6082,0.0863,33,1,1
0,1,-1,12.3458,0.0,33,1,2
0,1,-2,11.5129,0.0,33,1,3
0,0,0,12.7939,0.6305,42,1,3
0,-1,-1,11.6952,0.0261,43,1,1
1,0,0,12.3458,0.0415,41,1,3
0,0,0,11.9184,0.127,31,1,2
1,1,2,13.017,0.3405,31,1,1
1,2,2,11.9184,0.3834,31,1,1
0,0,0,12.0436,0.4136,41,1,1
0,0,0,12.5062,0.0137,40,1,1
0,-2,-2,13.1224,0.0,38,1,1
0,-1,-1,12.6115,0.0042,35,1,1
0,-1,-1,11.9184,0.1252,35,1,1
0,0,0,12.7939,0.9727,34,1,1
1,0,0,11.6082,0.6388,42,1,2
0,0,0,12.7939,0.1306,38,1,1
1,-2,-2,12.3014,0.0,37,1,1
0,0,0,12.3458,0.4006,45,1,1
0,-1,-1,13.1224,0.0033,47,1,3
0,0,0,12.2549,0.2311,43,1,2
0,-1,-1,13.1224,0.0369,47,1,2
1,3,2,10.309,0.6644,33,1,3
0,0,0,13.1022,0.1149,45,1,3
0,0,0,12.3884,0.9865,48,1,2
1,2,2,12.2061,0.3208,46,1,1
0,0,0,13.1022,0.9296,42,1,2
0,0,0,12.3884,0.8562,47,1,2
0,-1,-1,11.9829,0.0307,29,1,1
0,-1,-1,11.0021,0.0154,30,1,2
0,0,0,11.9829,0.9515,40,1,5
1,0,0,12.8992,0.2375,42,1,3
0,0,0,12.6761,0.794,33,1,2
0,-1,-1,12.7367,0.0266,38,1,1
0,0,0,12.3884,0.564,45,1,3
1,2,2,11.5129,0.3322,30,1,1
0,0,0,10.8198,0.2635,46,1,1
0,1,-2,12.2061,-0.0005,36,1,1
0,0,0,12.5425,0.1366,44,1,3
0,-2,-2,12.7939,0.001,37,1,2
1,2,2,9.9035,0.715,43,1,2
0,-1,-1,11.9829,0.0024,47,1,0
1,7,6,10.309,1.1222,29,1,2
1,2,2,11.4076,0.1279,29,1,1
1,0,0,9.9035,0.636,43,1,2
1,0,0,11.5129,0.3771,30,1,3
1,3,2,9.9035,0.015,40,1,3
0,0,0,12.6115,0.1329,40,1,3
0,0,0,11.1563,0.9708,31,1,2
0,4,3,9.2103,0.6744,42,1,1
0,0,0,10.8198,0.1443,42,1,2
0,1,2,12.5425,0.8503,40,1,2
0,1,2,9.2103,0.7816,44,1,3
1,0,0,9.2103,0.8275,29,1,2
0,0,0,9.9035,0.6918,29,1,1
0,0,0,12.2061,0.3509,30,1,1
0,0,0,11.8494,0.5046,34,1,2
0,0,0,11.5129,0.8384,32,1,1
0,-1,-1,12.0436,0.0139,33,1,1
0,-1,-1,11.9829,0.002,33,1,3
0,0,0,12.1548,0.0201,38,1,2
0,0,0,12.1007,0.7472,36,1,2
0,1,-2,13.1224,-0.0001,36,1,1
0,-2,-2,12.7367,0.0203,42,1,1
1,2,2,11.6952,0.5138,42,1,3
0,0,0,12.1007,0.1185,38,1,1
0,-2,-2,12.2061,0.0139,48,1,3
0,0,0,12.3458,0.1083,45,1,1
0,0,0,11.6952,0.3781,27,1,1
0,0,0,11.9184,0.4642,46,1,1
1,1,2,11.2898,0.0469,27,1,2
0,0,0,11.4076,0.5475,27,1,2
0,-1,-1,12.2061,0.0292,28,1,1
0,0,0,12.3884,0.0931,28,1,3
0,0,0,11.6952,1.0078,28,1,1
1,1,-1,11.6952,0.0,29,1,2
0,2,0,12.3458,1.3341,29,1,1
0,-1,-1,12.3458,0.0021,34,1,1
1,3,2,12.4292,0.01,32,1,1
1,0,0,12.7068,0.0496,32,1,1
0,0,0,13.0605,0.3763,32,1,2
1,2,2,12.6443,0.0081,33,1,1
1,-1,0,9.9035,0.0761,48,1,3
0,-1,-1,11.9184,0.0409,45,1,3
1,1,-1,10.309,0.0,35,1,2
0,-1,-1,12.7068,0.0021,37,1,1
0,-1,-1,12.1007,0.0087,42,1,1
0,-2,-2,12.7939,0.0036,38,1,2
0,0,0,11.9184,0.8139,43,1,2
0,1,-2,12.5425,-0.0007,42,1,3
0,0,-1,11.7753,0.3984,39,1,3
0,0,0,12.3884,0.5211,47,1,2
0,0,0,11.4076,0.0335,41,1,2
0,0,0,12.1548,0.35,41,1,2
0,0,0,9.9035,0.9898,41,1,1
1,0,0,10.8198,0.8502,40,1,2
0,-1,-1,11.9829,0.0069,27,1,1
1,2,2,11.0021,0.5275,31,1,3
0,0,0,11.9184,0.3795,27,1,1
1,2,0,11.5129,0.3469,27,1,1
0,2,2,11.0021,0.3366,35,1,2
0,-1,-1,12.3014,0.0401,37,1,1
1,2,2,11.7753,0.5288,49,1,1
1,1,2,9.2103,0.809,42,1,3
0,0,0,12.2061,0.0325,31,1,3
0,0,0,11.9184,0.9922,42,1,3
0,0,0,11.5129,0.2665,32,1,1
1,2,2,12.6115,0.9506,36,1,2
1,1,-1,11.9829,0.0,30,1,1
0,0,0,13.1224,0.0601,31,1,1
1,0,0,11.2898,0.9058,34,1,3
0,0,0,11.4076,0.8567,31,1,2
0,-2,-2,12.6761,0.0059,33,1,1
0,-1,-1,12.8739,0.0376,35,1,1
1,1,4,10.309,0.4852,40,1,2
0,1,-2,12.0436,-0.0,34,1,2
1,2,2,12.2061,0.4454,36,1,1
0,-1,-1,12.8479,0.0465,48,1,5
0,-1,-1,12.4684,0.0052,43,1,1
0,-1,-1,12.7939,0.0207,32,1,1
0,-1,-1,12.3884,0.0084,35,1,1
0,1,2,11.5129,0.205,31,1,1
1,0,0,11.4076,0.9787,39,1,2
0,-1,-1,12.5776,0.2504,38,1,2
0,0,0,11.2898,0.14,42,1,3
0,-1,-1,12.3884,0.0613,39,1,1
0,0,0,10.309,0.5987,29,1,1
0,2,0,10.309,0.9831,42,1,2
1,0,0,10.8198,0.3769,33,1,2
1,-1,-1,12.1007,0.0065,37,1,3
0,0,0,12.6443,0.0368,32,1,2
0,0,0,11.2898,0.6516,35,1,1
0,1,2,10.8198,0.9912,42,1,2
0,0,0,12.8739,0.1416,35,1,3
0,0,0,12.9945,0.2737,39,1,1
0,1,-1,10.8198,0.0,30,1,2
0,0,0,12.2549,0.7367,33,1,1
0,0,0,12.3458,0.5962,34,1,3
0,0,0,10.8198,0.5536,43,1,2
1,-1,-1,11.5129,0.0039,48,1,3
0,2,2,11.2898,0.5064,46,1,1
0,0,0,12.4292,0.9993,28,1,3
0,-2,-2,11.9184,0.0026,45,1,3
0,0,0,11.8494,0.9854,42,1,3
0,0,0,13.1806,0.6413,35,1,1
1,2,2,9.9035,0.8428,30,1,1
0,0,0,11.7753,0.5465,29,1,1
0,1,4,9.9035,0.7763,34,1,3
1,3,2,10.8198,0.6752,38,1,2
1,2,2,13.0605,1.1062,37,1,3
0,0,0,12.6443,1.1916,41,1,2
0,-2,-2,12.1007,0.0,49,1,2
0,-2,-2,12.6443,0.0289,45,1,1
1,2,2,11.9829,0.0884,42,1,1
0,0,0,13.1224,0.2532,32,1,2
0,0,0,12.8479,0.7603,37,1,2
0,-2,-2,12.4292,0.0914,35,1,0
0,-1,-1,13.1224,0.0444,39,1,1
0,-1,-1,12.2549,0.0506,33,1,1
1,-2,-2,12.4292,0.0,46,1,1
0,0,0,11.0021,0.9852,28,1,1
0,-1,-1,12.2061,0.0237,44,1,2
1,2,2,12.2061,0.2221,30,1,1
0,1,2,9.9035,0.9165,44,1,2
1,-2,-2,12.7939,0.0009,41,1,1
0,0,0,11.5129,0.913,39,1,2
0,0,0,12.1007,0.5719,37,1,2
0,1,-2,12.8479,0.0,46,1,1
0,0,0,10.8198,0.9894,28,1,3
0,0,0,12.2061,0.7082,32,1,1
1,-1,-1,12.2061,0.0029,41,1,1
0,0,0,12.5425,0.7778,32,1,1
0,1,-2,12.2061,0.0,34,1,1
0,0,0,11.9184,1.3458,30,1,1
1,0,0,12.7939,0.9986,31,1,2
0,-2,-2,12.3458,0.0017,35,1,1
0,0,0,12.3884,0.0766,35,1,2
0,-1,-1,12.948,0.0098,40,1,1
0,-2,-2,13.017,0.037,37,1,1
0,0,0,9.2103,0.882,34,1,3
0,0,0,11.5129,0.3722,30,1,2
1,1,-2,12.1007,0.0,45,1,1
0,0,0,9.2103,0.9545,43,1,3
1,0,0,9.9035,0.796,43,1,3
1,0,0,10.8198,0.3014,32,1,1
0,-1,-1,12.4292,0.223,32,1,1
0,0,0,11.9184,0.7907,48,1,2
0,0,0,10.309,0.9998,30,1,2
0,0,0,13.1224,0.8016,31,1,1
0,0,0,11.6952,0.5389,31,1,1
0,-2,-2,12.2061,0.0766,31,1,1
0,0,0,12.7367,0.3218,44,1,3
0,0,-1,9.9035,0.9848,44,1,2
0,0,0,9.9035,0.5776,37,1,2
0,1,2,9.9035,0.8124,33,1,3
0,0,0,12.3014,0.0663,34,1,1
0,0,0,9.9035,0.14,34,1,2
0,-1,3,12.5425,0.0023,30,1,2
0,-1,-1,12.8992,0.097,49,1,1
0,0,0,12.6443,1.0105,45,1,1
1,0,0,10.309,0.9701,37,1,1
0,0,0,11.2898,0.9146,38,1,2
0,0,0,9.2103,0.8958,44,1,5
0,0,0,11.1563,0.9705,47,1,3
0,-2,-2,12.8739,0.0,37,1,1
0,0,0,12.7367,0.7386,43,1,3
1,1,2,12.1007,0.6386,41,1,1
1,0,0,11.5129,0.305,31,1,1
0,-2,-2,12.7939,0.0024,37,1,2
0,0,0,10.8198,0.9982,44,1,3
0,0,0,12.7939,0.1673,33,1,2
0,0,0,10.8198,0.5368,39,1,2
0,0,0,11.9184,0.8638,35,1,2
0,0,0,9.9035,0.9566,30,1,3
1,0,0,11.9184,1.0158,44,1,1
0,0,0,10.8198,0.9044,42,1,3
0,-1,-1,13.1224,0.002,40,1,2
0,-2,-2,12.5425,0.0054,39,1,2
0,0,0,12.5062,0.5841,49,1,2
0,0,0,11.6082,0.4828,42,1,2
0,0,0,12.5425,0.4886,31,1,2
0,-1,-1,12.2061,0.0105,33,1,2
1,2,2,10.309,0.8604,37,1,2
0,0,0,11.7753,0.9594,44,1,3
0,-1,-1,12.9945,0.0068,33,1,1
0,1,2,12.0436,0.4586,37,1,2
0,0,0,10.8198,1.0124,38,1,1
0,-1,-1,11.6952,0.268,40,1,3
0,0,0,13.1224,0.1003,37,1,1
0,-1,-1,11.6952,0.1305,31,1,1
0,0,0,12.1007,0.3624,33,1,2
1,-2,-2,12.7657,0.0068,33,1,1
0,0,0,9.9035,0.3767,30,1,2
1,0,0,11.9829,0.0916,39,1,2
0,-2,-2,12.5776,-0.0001,37,1,1
0,-1,-1,12.1007,0.0179,30,1,2
1,-1,-1,12.2061,0.0056,32,1,1
0,-1,-1,12.2549,0.0069,39,1,2
0,1,-1,11.1563,0.0,30,1,2
1,2,2,12.5425,0.5846,38,1,2
1,1,-2,11.6952,-0.0008,31,1,3
0,-1,-1,12.4684,0.0233,45,1,1
0,0,0,12.7367,1.0068,31,1,1
0,0,0,12.4684,0.2156,29,1,1
0,0,0,11.8494,0.2432,29,1,1
0,1,-1,11.8494,0.852,36,1,2
0,1,2,12.2061,0.9274,38,1,2
1,0,0,10.8198,0.5862,43,1,2
0,0,0,11.7753,0.1686,27,1,2
0,0,0,11.7753,0.5513,27,1,1
0,0,0,10.8198,0.5308,28,1,2
0,0,0,9.9035,0.9897,28,1,3
0,0,0,12.8739,0.0484,28,1,1
0,2,2,10.8198,0.9154,28,1,2
0,1,2,10.309,0.806,29,1,2
0,-2,-1,12.3884,0.0634,33,1,2
0,-1,-1,12.1007,0.0355,31,1,1
0,-2,-2,12.948,0.0184,31,1,1
1,2,0,11.6952,0.4338,33,1,1
0,-1,-1,13.017,0.0282,34,1,1
1,0,0,9.9035,0.9784,34,1,1
1,-2,-2,12.7939,-0.0,35,1,2
0,0,0,12.7657,0.0806,40,1,2
0,0,0,12.1007,0.9559,44,1,3
0,0,0,12.9239,0.9583,41,1,2
0,0,0,10.8198,0.8983,36,1,3
0,0,0,12.9715,0.0825,36,1,3
0,-1,-1,12.2061,0.0367,48,1,3
0,0,0,12.1007,0.2898,35,1,1
0,0,0,12.2061,0.1484,35,1,1
1,2,2,11.9829,0.9708,35,1,2
0,0,0,11.5129,0.727,47,1,2
1,2,0,11.8494,0.6026,44,1,2
0,-1,-1,11.6952,0.0331,43,1,2
0,1,-1,12.7939,-0.0,37,1,1
1,0,0,11.6952,0.9622,41,1,1
0,-1,-1,12.6443,0.1513,37,1,1
0,-2,-2,12.1007,0.0822,44,1,1
0,0,0,11.9829,0.7312,46,1,2
1,2,0,10.8198,1.5852,48,1,2
0,0,0,12.6115,0.085,40,1,2
0,0,0,13.1224,0.1146,43,1,3
0,1,-1,12.3458,-0.0019,39,1,2
0,-1,-1,12.6115,0.0028,45,1,3
0,-2,-2,12.1007,0.0,41,1,2
0,-1,-1,12.5425,0.0043,45,1,2
0,-1,0,9.9035,0.1948,47,1,3
0,-1,-1,12.7939,0.0145,37,1,1
0,0,0,9.9035,0.985,37,1,2
0,0,0,12.4292,0.2831,35,1,1
0,0,0,11.6952,0.9857,45,1,1
0,2,2,11.5129,0.402,44,1,5
0,0,0,10.8198,0.235,47,1,3
0,-1,-1,13.0605,0.0186,31,1,3
0,-1,-1,11.2898,0.1286,45,1,2
0,0,0,11.6082,0.2848,29,1,2
0,0,0,12.5425,0.9343,30,1,2
0,-2,-2,12.2061,0.0175,37,1,1
0,-1,0,12.0436,0.2046,45,1,3
0,1,-1,11.0021,-0.0264,41,1,2
0,0,0,12.1007,1.0259,36,1,2
1,-2,-2,12.6115,0.0,43,1,2
1,0,0,11.9184,0.9488,40,1,2
0,-2,-2,12.2549,0.1354,39,1,1
0,-1,0,10.8198,0.405,37,1,3
1,-1,-1,10.8198,0.0078,45,1,1
0,-2,-2,12.6115,0.0,35,1,2
0,0,0,11.2898,0.9841,43,1,2
0,0,-1,12.0436,1.0118,31,1,2
0,0,0,10.8198,0.399,44,1,3
1,0,0,11.8494,0.9949,40,1,2
1,0,0,12.7657,0.0931,36,1,2
0,-1,-1,9.9035,0.0418,45,1,2
1,2,2,12.0436,0.0123,32,1,1
1,0,0,9.9035,0.8806,40,1,3
0,0,0,12.3884,0.0996,44,1,2
1,0,0,10.8198,0.637,40,1,2
1,0,0,12.3458,1.3089,41,1,2
0,1,2,11.5129,0.0352,35,1,1
0,-1,-1,12.6115,0.0101,45,1,1
1,0,0,11.4076,0.9678,42,1,2
0,0,0,12.2549,1.0416,32,1,1
0,0,0,10.8198,0.202,44,1,2
0,0,0,12.8992,0.2828,46,1,2
0,-2,-2,12.6115,0.0665,37,1,1
0,2,2,11.9184,0.8408,32,1,1
1,2,0,13.1224,1.0207,35,1,1
1,1,-1,12.6115,0.0,38,1,2
0,1,-2,12.6115,0.0,45,1,1
0,-1,2,11.9184,0.041,33,1,1
0,0,0,12.9239,0.4853,32,1,1
0,0,0,11.2898,0.9656,33,1,1
0,0,0,10.8198,0.179,33,1,3
0,-2,-2,11.8494,0.0036,33,1,3
1,2,-1,11.9184,0.0069,33,1,2
0,0,0,9.9035,1.0138,33,1,1
0,-1,-1,12.2061,0.061,33,1,1
0,0,0,11.6082,0.7303,42,1,2
1,2,0,12.3458,0.9784,41,1,2
1,1,2,10.8198,0.3474,49,1,2
0,1,2,10.8198,0.9472,49,1,2
0,-1,-1,10.8198,0.516,49,1,1
0,-1,-1,12.6443,0.0013,50,1,1
1,1,-1,9.2103,-0.002,49,1,2
0,2,3,11.5129,0.662,50,1,3
0,-2,-2,13.4588,0.005,50,1,2
0,-2,-2,12.7068,-0.0001,50,1,1
0,-1,-1,12.6115,0.0047,46,1,2
0,0,0,13.1224,0.522,49,1,3
0,1,-1,9.2103,0.0,51,1,3
0,0,0,11.1563,0.9818,50,1,3
0,1,-1,11.6082,-0.0971,50,1,2
0,0,0,12.4292,0.9529,50,1,2
1,2,2,13.2177,0.8942,50,1,3
0,-1,-1,12.8739,0.0023,47,1,1
0,2,2,11.5129,1.0426,51,1,6
1,2,0,9.9035,0.8652,47,1,2
0,0,0,12.7939,0.6163,50,1,2
0,-1,-1,11.0021,0.1315,50,1,2
1,2,2,11.9184,0.1154,51,1,2
0,0,0,12.7939,0.4744,49,1,3
0,0,0,10.8198,0.9792,49,1,1
0,1,2,12.0436,0.897,50,1,1
0,1,2,12.6115,0.6608,51,1,2
0,-1,-1,11.9184,0.0264,51,1,3
0,-2,-2,12.6115,0.0041,51,1,3
0,-2,-2,13.1224,0.0375,57,1,1
1,-2,-2,11.9829,-0.0,57,1,2
0,2,0,10.8198,0.1832,54,1,1
0,2,2,9.2103,1.0156,56,1,3
1,2,2,11.5129,0.8151,54,1,3
1,2,2,12.6115,0.4942,58,1,1
